file_path,width,height,resolution,fps,frame_count,duration_sec
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_02_000479_000635\3796.mp4,54,54,54x54,30.0,58,1.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_02_000479_000635\3797.mp4,54,54,54x54,30.0,138,4.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3347.mp4,70,70,70x70,30.0,130,4.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3348.mp4,70,70,70x70,30.0,115,3.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3349.mp4,70,70,70x70,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3350.mp4,70,70,70x70,30.0,85,2.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3351.mp4,70,70,70x70,30.0,91,3.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3352.mp4,70,70,70x70,30.0,91,3.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3353.mp4,40,40,40x40,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3354.mp4,40,40,40x40,30.0,70,2.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3355.mp4,40,40,40x40,30.0,40,1.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3356.mp4,40,40,40x40,30.0,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3357.mp4,40,40,40x40,30.0,54,1.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3358.mp4,40,40,40x40,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3359.mp4,40,40,40x40,30.0,93,3.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3360.mp4,40,40,40x40,30.0,109,3.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3361.mp4,30,30,30x30,30.0,109,3.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3362.mp4,34,34,34x34,30.0,115,3.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3363.mp4,48,48,48x48,30.0,145,4.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3364.mp4,48,48,48x48,30.0,44,1.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3365.mp4,48,48,48x48,30.0,146,4.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3366.mp4,48,48,48x48,30.0,86,2.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3367.mp4,44,44,44x44,30.0,42,1.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3368.mp4,46,46,46x46,30.0,43,1.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3369.mp4,46,46,46x46,30.0,54,1.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3370.mp4,44,44,44x44,30.0,116,3.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3371.mp4,42,42,42x42,30.0,92,3.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3372.mp4,40,40,40x40,30.0,135,4.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3373.mp4,40,40,40x40,30.0,116,3.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3374.mp4,40,40,40x40,30.0,105,3.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3375.mp4,40,40,40x40,30.0,118,3.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3376.mp4,40,40,40x40,30.0,99,3.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3377.mp4,44,44,44x44,30.0,122,4.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3378.mp4,44,44,44x44,30.0,112,3.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3379.mp4,40,40,40x40,30.0,136,4.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3380.mp4,44,44,44x44,30.0,93,3.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3381.mp4,44,44,44x44,30.0,69,2.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3382.mp4,46,46,46x46,30.0,47,1.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3383.mp4,50,50,50x50,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3384.mp4,60,60,60x60,30.0,121,4.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3385.mp4,66,66,66x66,30.0,113,3.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3386.mp4,70,70,70x70,30.0,75,2.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3387.mp4,74,74,74x74,30.0,52,1.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3388.mp4,88,88,88x88,30.0,99,3.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3389.mp4,90,90,90x90,30.0,107,3.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3390.mp4,82,82,82x82,30.0,40,1.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3391.mp4,102,102,102x102,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3392.mp4,40,40,40x40,30.0,52,1.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3393.mp4,38,38,38x38,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3394.mp4,124,124,124x124,30.0,148,4.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3395.mp4,70,70,70x70,30.0,104,3.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3396.mp4,76,76,76x76,30.0,124,4.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3397.mp4,76,76,76x76,30.0,107,3.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3398.mp4,62,62,62x62,30.0,44,1.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3399.mp4,62,62,62x62,30.0,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3400.mp4,118,118,118x118,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3401.mp4,102,102,102x102,30.0,119,3.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3402.mp4,106,106,106x106,30.0,120,4.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3403.mp4,120,120,120x120,30.0,106,3.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3404.mp4,42,42,42x42,30.0,106,3.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3405.mp4,42,42,42x42,30.0,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3406.mp4,42,42,42x42,30.0,53,1.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3407.mp4,42,42,42x42,30.0,76,2.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3408.mp4,42,42,42x42,30.0,145,4.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3409.mp4,42,42,42x42,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3410.mp4,42,42,42x42,30.0,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3411.mp4,42,42,42x42,30.0,113,3.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3412.mp4,42,42,42x42,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3413.mp4,42,42,42x42,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3414.mp4,42,42,42x42,30.0,88,2.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3415.mp4,40,40,40x40,30.0,80,2.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3416.mp4,40,40,40x40,30.0,77,2.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3417.mp4,40,40,40x40,30.0,133,4.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3418.mp4,40,40,40x40,30.0,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3419.mp4,40,40,40x40,30.0,104,3.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3420.mp4,40,40,40x40,30.0,120,4.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3421.mp4,40,40,40x40,30.0,43,1.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3422.mp4,40,40,40x40,30.0,81,2.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3423.mp4,40,40,40x40,30.0,130,4.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3424.mp4,40,40,40x40,30.0,85,2.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3425.mp4,40,40,40x40,30.0,102,3.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3426.mp4,40,40,40x40,30.0,128,4.27
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3427.mp4,40,40,40x40,30.0,103,3.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3428.mp4,40,40,40x40,30.0,133,4.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3429.mp4,40,40,40x40,30.0,119,3.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3430.mp4,40,40,40x40,30.0,138,4.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3431.mp4,40,40,40x40,30.0,98,3.27
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3432.mp4,40,40,40x40,30.0,117,3.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3433.mp4,40,40,40x40,30.0,125,4.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3434.mp4,40,40,40x40,30.0,42,1.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3435.mp4,40,40,40x40,30.0,98,3.27
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3436.mp4,40,40,40x40,30.0,86,2.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3437.mp4,40,40,40x40,30.0,94,3.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3438.mp4,40,40,40x40,30.0,70,2.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3439.mp4,40,40,40x40,30.0,59,1.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3440.mp4,40,40,40x40,30.0,122,4.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3441.mp4,42,42,42x42,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3442.mp4,42,42,42x42,30.0,113,3.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3443.mp4,42,42,42x42,30.0,97,3.23
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3444.mp4,42,42,42x42,30.0,107,3.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3445.mp4,40,40,40x40,30.0,56,1.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3446.mp4,42,42,42x42,30.0,64,2.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3447.mp4,42,42,42x42,30.0,62,2.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3448.mp4,42,42,42x42,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3449.mp4,42,42,42x42,30.0,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3450.mp4,42,42,42x42,30.0,72,2.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3451.mp4,42,42,42x42,30.0,133,4.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3452.mp4,40,40,40x40,30.0,64,2.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3453.mp4,40,40,40x40,30.0,73,2.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3454.mp4,40,40,40x40,30.0,58,1.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3455.mp4,40,40,40x40,30.0,106,3.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3456.mp4,40,40,40x40,30.0,105,3.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3457.mp4,40,40,40x40,30.0,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3458.mp4,40,40,40x40,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3459.mp4,40,40,40x40,30.0,140,4.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3460.mp4,40,40,40x40,30.0,129,4.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3461.mp4,92,92,92x92,30.0,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3462.mp4,68,68,68x68,30.0,74,2.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3463.mp4,70,70,70x70,30.0,54,1.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3464.mp4,8,8,8x8,30.0,66,2.2
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3465.mp4,82,82,82x82,30.0,81,2.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3466.mp4,82,82,82x82,30.0,74,2.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3467.mp4,82,82,82x82,30.0,101,3.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3468.mp4,72,72,72x72,30.0,45,1.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3469.mp4,70,70,70x70,30.0,123,4.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3470.mp4,70,70,70x70,30.0,83,2.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3471.mp4,70,70,70x70,30.0,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3472.mp4,68,68,68x68,30.0,87,2.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3473.mp4,50,50,50x50,30.0,109,3.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3474.mp4,36,36,36x36,30.0,57,1.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3475.mp4,36,36,36x36,30.0,150,5.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3476.mp4,38,38,38x38,30.0,81,2.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3477.mp4,40,40,40x40,30.0,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3478.mp4,40,40,40x40,30.0,64,2.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3479.mp4,44,44,44x44,30.0,138,4.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3480.mp4,44,44,44x44,30.0,52,1.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3481.mp4,44,44,44x44,30.0,72,2.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3482.mp4,46,46,46x46,30.0,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3483.mp4,48,48,48x48,30.0,108,3.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3484.mp4,50,50,50x50,30.0,71,2.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3485.mp4,56,56,56x56,30.0,84,2.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3486.mp4,58,58,58x58,30.0,119,3.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3487.mp4,58,58,58x58,30.0,77,2.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3488.mp4,68,68,68x68,30.0,112,3.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3489.mp4,68,68,68x68,30.0,71,2.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3490.mp4,72,72,72x72,30.0,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3491.mp4,72,72,72x72,30.0,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3492.mp4,60,60,60x60,30.0,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3493.mp4,66,66,66x66,30.0,99,3.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3494.mp4,68,68,68x68,30.0,147,4.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3495.mp4,68,68,68x68,30.0,41,1.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3496.mp4,70,70,70x70,30.0,111,3.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3497.mp4,72,72,72x72,30.0,40,1.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3498.mp4,74,74,74x74,30.0,132,4.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3499.mp4,34,34,34x34,30.0,45,1.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3500.mp4,70,70,70x70,30.0,147,4.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3501.mp4,68,68,68x68,30.0,116,3.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3502.mp4,68,68,68x68,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3503.mp4,66,66,66x66,30.0,50,1.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3504.mp4,66,66,66x66,30.0,78,2.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3505.mp4,66,66,66x66,30.0,104,3.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3506.mp4,66,66,66x66,30.0,46,1.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3507.mp4,66,66,66x66,30.0,95,3.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000200_03_000657_000899\3508.mp4,66,66,66x66,30.0,42,1.4
