file_path,width,height,resolution,fps,frame_count,duration_sec
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4659.mp4,62,62,62x62,30.0,146,4.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4660.mp4,70,70,70x70,30.0,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4661.mp4,78,78,78x78,30.0,125,4.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4662.mp4,80,80,80x80,30.0,79,2.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4663.mp4,82,82,82x82,30.0,109,3.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4664.mp4,82,82,82x82,30.0,72,2.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4667.mp4,126,126,126x126,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4668.mp4,90,90,90x90,30.0,63,2.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4669.mp4,88,88,88x88,30.0,83,2.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4670.mp4,118,118,118x118,30.0,86,2.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4671.mp4,110,110,110x110,30.0,60,2.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_00_000018_000380\4672.mp4,80,80,80x80,30.0,76,2.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2958.mp4,128,128,128x128,30.0,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2960.mp4,126,126,126x126,30.0,139,4.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2961.mp4,92,92,92x92,30.0,65,2.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2962.mp4,60,60,60x60,30.0,63,2.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2963.mp4,66,66,66x66,30.0,85,2.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2966.mp4,56,56,56x56,30.0,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2968.mp4,68,68,68x68,30.0,122,4.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2970.mp4,80,80,80x80,30.0,86,2.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2972.mp4,106,106,106x106,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2974.mp4,108,108,108x108,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2975.mp4,88,88,88x88,30.0,69,2.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2976.mp4,106,106,106x106,30.0,111,3.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2978.mp4,124,124,124x124,30.0,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2979.mp4,92,92,92x92,30.0,113,3.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2980.mp4,60,60,60x60,30.0,133,4.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2981.mp4,110,110,110x110,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2983.mp4,100,100,100x100,30.0,86,2.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2984.mp4,104,104,104x104,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2986.mp4,104,104,104x104,30.0,94,3.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2987.mp4,110,110,110x110,30.0,81,2.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2988.mp4,122,122,122x122,30.0,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2990.mp4,114,114,114x114,30.0,65,2.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2991.mp4,102,102,102x102,30.0,111,3.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2992.mp4,100,100,100x100,30.0,70,2.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2994.mp4,112,112,112x112,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2995.mp4,92,92,92x92,30.0,123,4.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2996.mp4,92,92,92x92,30.0,65,2.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2998.mp4,76,76,76x76,30.0,135,4.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\2999.mp4,92,92,92x92,30.0,111,3.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3000.mp4,106,106,106x106,30.0,116,3.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3001.mp4,124,124,124x124,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3003.mp4,96,96,96x96,30.0,135,4.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3004.mp4,104,104,104x104,30.0,122,4.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3006.mp4,108,108,108x108,30.0,105,3.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3007.mp4,124,124,124x124,30.0,88,2.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3008.mp4,122,122,122x122,30.0,130,4.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3009.mp4,104,104,104x104,30.0,102,3.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3010.mp4,88,88,88x88,30.0,69,2.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3011.mp4,62,62,62x62,30.0,103,3.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3012.mp4,62,62,62x62,30.0,67,2.23
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3013.mp4,108,108,108x108,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3014.mp4,128,128,128x128,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3015.mp4,118,118,118x118,30.0,118,3.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3016.mp4,102,102,102x102,30.0,84,2.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3017.mp4,92,92,92x92,30.0,82,2.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3018.mp4,104,104,104x104,30.0,107,3.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3019.mp4,112,112,112x112,30.0,148,4.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3020.mp4,62,62,62x62,30.0,93,3.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3023.mp4,110,110,110x110,30.0,83,2.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3025.mp4,106,106,106x106,30.0,71,2.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3026.mp4,110,110,110x110,30.0,69,2.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3027.mp4,102,102,102x102,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3028.mp4,122,122,122x122,30.0,96,3.2
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3029.mp4,92,92,92x92,30.0,93,3.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3034.mp4,50,50,50x50,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3035.mp4,62,62,62x62,30.0,122,4.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3036.mp4,64,64,64x64,30.0,60,2.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3039.mp4,74,74,74x74,30.0,64,2.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3040.mp4,84,84,84x84,30.0,94,3.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3041.mp4,90,90,90x90,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3042.mp4,66,66,66x66,30.0,80,2.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3043.mp4,82,82,82x82,30.0,104,3.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3044.mp4,92,92,92x92,30.0,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3045.mp4,120,120,120x120,30.0,67,2.23
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3047.mp4,116,116,116x116,30.0,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3054.mp4,60,60,60x60,30.0,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3055.mp4,58,58,58x58,30.0,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3056.mp4,56,56,56x56,30.0,149,4.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3057.mp4,56,56,56x56,30.0,95,3.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3059.mp4,52,52,52x52,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3065.mp4,50,50,50x50,30.0,114,3.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3066.mp4,58,58,58x58,30.0,119,3.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3068.mp4,62,62,62x62,30.0,132,4.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3069.mp4,62,62,62x62,30.0,71,2.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3070.mp4,66,66,66x66,30.0,65,2.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3073.mp4,74,74,74x74,30.0,104,3.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3074.mp4,84,84,84x84,30.0,122,4.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3075.mp4,88,88,88x88,30.0,101,3.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3076.mp4,84,84,84x84,30.0,124,4.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3086.mp4,50,50,50x50,30.0,135,4.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3097.mp4,50,50,50x50,30.0,83,2.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3120.mp4,104,104,104x104,30.0,63,2.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3121.mp4,106,106,106x106,30.0,108,3.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3122.mp4,106,106,106x106,30.0,133,4.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3123.mp4,106,106,106x106,30.0,112,3.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3124.mp4,106,106,106x106,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3125.mp4,106,106,106x106,30.0,106,3.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3126.mp4,106,106,106x106,30.0,64,2.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3129.mp4,106,106,106x106,30.0,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3135.mp4,50,50,50x50,30.0,126,4.2
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3136.mp4,58,58,58x58,30.0,147,4.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3137.mp4,66,66,66x66,30.0,67,2.23
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3138.mp4,70,70,70x70,30.0,71,2.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3139.mp4,92,92,92x92,30.0,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3140.mp4,94,94,94x94,30.0,88,2.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3142.mp4,82,82,82x82,30.0,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3143.mp4,84,84,84x84,30.0,62,2.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3144.mp4,88,88,88x88,30.0,77,2.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3145.mp4,90,90,90x90,30.0,91,3.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3146.mp4,78,78,78x78,30.0,88,2.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3148.mp4,92,92,92x92,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3151.mp4,126,126,126x126,30.0,61,2.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3155.mp4,74,74,74x74,30.0,95,3.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3156.mp4,74,74,74x74,30.0,92,3.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3157.mp4,74,74,74x74,30.0,73,2.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3158.mp4,74,74,74x74,30.0,101,3.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3159.mp4,74,74,74x74,30.0,72,2.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3161.mp4,74,74,74x74,30.0,124,4.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3162.mp4,74,74,74x74,30.0,78,2.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3163.mp4,74,74,74x74,30.0,85,2.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3164.mp4,74,74,74x74,30.0,106,3.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3165.mp4,74,74,74x74,30.0,73,2.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3170.mp4,88,88,88x88,30.0,124,4.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3185.mp4,50,50,50x50,30.0,115,3.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3186.mp4,56,56,56x56,30.0,147,4.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3187.mp4,60,60,60x60,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3188.mp4,62,62,62x62,30.0,68,2.27
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3189.mp4,64,64,64x64,30.0,67,2.23
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3190.mp4,66,66,66x66,30.0,64,2.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3191.mp4,70,70,70x70,30.0,98,3.27
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3192.mp4,72,72,72x72,30.0,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3193.mp4,84,84,84x84,30.0,145,4.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3194.mp4,88,88,88x88,30.0,105,3.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3195.mp4,84,84,84x84,30.0,123,4.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3215.mp4,56,56,56x56,30.0,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3216.mp4,92,92,92x92,30.0,88,2.93
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3217.mp4,90,90,90x90,30.0,145,4.83
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3218.mp4,78,78,78x78,30.0,121,4.03
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3220.mp4,70,70,70x70,30.0,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3221.mp4,70,70,70x70,30.0,135,4.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3222.mp4,62,62,62x62,30.0,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3223.mp4,58,58,58x58,30.0,119,3.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3224.mp4,58,58,58x58,30.0,146,4.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3226.mp4,52,52,52x52,30.0,93,3.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3227.mp4,50,50,50x50,30.0,86,2.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3245.mp4,50,50,50x50,30.0,142,4.73
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3247.mp4,50,50,50x50,30.0,135,4.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3248.mp4,50,50,50x50,30.0,120,4.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3249.mp4,50,50,50x50,30.0,79,2.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3250.mp4,52,52,52x52,30.0,114,3.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3251.mp4,52,52,52x52,30.0,120,4.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3252.mp4,52,52,52x52,30.0,67,2.23
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3253.mp4,52,52,52x52,30.0,63,2.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3254.mp4,52,52,52x52,30.0,124,4.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3256.mp4,74,74,74x74,30.0,81,2.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3257.mp4,74,74,74x74,30.0,100,3.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3259.mp4,74,74,74x74,30.0,95,3.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3261.mp4,74,74,74x74,30.0,76,2.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3262.mp4,74,74,74x74,30.0,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3263.mp4,74,74,74x74,30.0,78,2.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3264.mp4,74,74,74x74,30.0,124,4.13
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000201_01_000384_000589\3265.mp4,74,74,74x74,30.0,92,3.07
